word_weight,condition,rt
1.0,congruent,0.9460000000000007
1.0,congruent,0.2810000000000002
1.0,congruent,0.9300000000000007
1.0,congruent,0.32600000000000023
1.0,congruent,0.3880000000000003
1.0,congruent,0.4150000000000003
1.0,congruent,0.2820000000000002
1.0,congruent,0.6490000000000005
1.0,congruent,0.8580000000000007
1.0,congruent,0.5670000000000004
1.0,congruent,0.2970000000000002
1.0,congruent,0.43800000000000033
1.0,congruent,0.5690000000000004
1.0,congruent,0.5410000000000004
1.0,congruent,0.48100000000000037
1.0,congruent,0.3970000000000003
1.0,congruent,0.2620000000000002
1.0,congruent,0.4300000000000003
1.0,congruent,0.33900000000000025
1.0,congruent,0.4170000000000003
1.0,congruent,1.0579999999999943
1.0,congruent,0.34500000000000025
1.0,congruent,0.21500000000000016
1.0,congruent,0.5960000000000004
1.0,congruent,0.2970000000000002
1.0,congruent,0.3150000000000002
1.0,congruent,0.23700000000000018
1.0,congruent,0.44000000000000034
1.0,congruent,0.2740000000000002
1.0,congruent,0.36700000000000027
1.0,congruent,0.3010000000000002
1.0,congruent,0.44400000000000034
1.0,congruent,0.2850000000000002
1.0,congruent,0.2820000000000002
1.0,congruent,0.8030000000000006
1.0,congruent,0.2910000000000002
1.0,congruent,0.6100000000000004
1.0,congruent,0.20500000000000015
1.0,congruent,0.6320000000000005
1.0,congruent,0.36300000000000027
1.0,congruent,0.7020000000000005
1.0,congruent,0.3140000000000002
1.0,congruent,0.5300000000000004
1.0,congruent,0.21800000000000017
1.0,congruent,0.4180000000000003
1.0,congruent,0.5810000000000004
1.0,congruent,0.2770000000000002
1.0,congruent,0.3770000000000003
1.0,congruent,0.5090000000000003
1.0,congruent,0.4170000000000003
1.0,congruent,0.6560000000000005
1.0,congruent,0.4130000000000003
1.0,congruent,0.32100000000000023
1.0,congruent,0.4860000000000004
1.0,congruent,0.3100000000000002
1.0,congruent,0.23600000000000018
1.0,congruent,0.25400000000000017
1.0,congruent,0.25600000000000017
1.0,congruent,0.46400000000000036
1.0,congruent,0.5100000000000003
1.0,congruent,0.3990000000000003
1.0,congruent,0.4180000000000003
1.0,congruent,0.22900000000000018
1.0,congruent,0.5730000000000004
1.0,congruent,0.2750000000000002
1.0,congruent,0.5250000000000004
1.0,congruent,0.22900000000000018
1.0,congruent,0.44200000000000034
1.0,congruent,0.34400000000000025
1.0,congruent,0.32100000000000023
1.0,congruent,0.2480000000000002
1.0,congruent,0.23800000000000018
1.0,congruent,0.6600000000000005
1.0,congruent,0.7400000000000005
1.0,congruent,0.3180000000000002
1.0,congruent,0.44600000000000034
1.0,congruent,0.5610000000000004
1.0,congruent,0.46400000000000036
1.0,congruent,0.5190000000000003
1.0,congruent,0.21600000000000016
1.0,congruent,0.36900000000000027
1.0,congruent,0.5120000000000003
1.0,congruent,0.4210000000000003
1.0,congruent,0.5070000000000003
1.0,congruent,0.2480000000000002
1.0,congruent,0.4290000000000003
1.0,congruent,0.2690000000000002
1.0,congruent,0.25300000000000017
1.0,congruent,0.6390000000000005
1.0,congruent,0.7610000000000006
1.0,congruent,0.6350000000000005
1.0,congruent,0.46500000000000036
1.0,congruent,0.34700000000000025
1.0,congruent,0.47600000000000037
1.0,congruent,0.4000000000000003
1.0,congruent,0.32600000000000023
1.0,congruent,0.4190000000000003
1.0,congruent,0.5380000000000004
1.0,congruent,0.3950000000000003
1.0,congruent,0.5160000000000003
1.0,congruent,0.4150000000000003
1.0,congruent,0.31900000000000023
1.0,congruent,0.21700000000000016
1.0,congruent,0.2860000000000002
1.0,congruent,0.35300000000000026
1.0,congruent,0.5170000000000003
1.0,congruent,0.5240000000000004
1.0,congruent,0.4250000000000003
1.0,congruent,0.3870000000000003
1.0,congruent,0.2600000000000002
1.0,congruent,0.21700000000000016
1.0,congruent,0.44100000000000034
1.0,congruent,0.6360000000000005
1.0,congruent,0.25000000000000017
1.0,congruent,0.3960000000000003
1.0,congruent,0.2650000000000002
1.0,congruent,0.2820000000000002
1.0,congruent,0.2600000000000002
1.0,congruent,0.5160000000000003
1.0,congruent,0.5140000000000003
1.0,congruent,0.45900000000000035
1.0,congruent,0.4070000000000003
1.0,congruent,0.46500000000000036
1.0,congruent,0.36900000000000027
1.0,congruent,0.23600000000000018
1.0,congruent,0.32100000000000023
1.0,congruent,0.47300000000000036
1.0,congruent,0.4820000000000004
1.0,congruent,0.44900000000000034
1.0,congruent,0.31900000000000023
1.0,congruent,0.9040000000000007
1.0,congruent,0.5170000000000003
1.0,congruent,0.6440000000000005
1.0,congruent,0.20700000000000016
1.0,congruent,0.34900000000000025
1.0,congruent,0.45800000000000035
1.0,congruent,0.1500000000000001
1.0,congruent,0.6680000000000005
1.0,congruent,0.19500000000000015
1.0,congruent,0.21900000000000017
1.0,congruent,0.2990000000000002
1.0,congruent,0.6340000000000005
1.0,congruent,0.5920000000000004
1.0,congruent,0.32500000000000023
1.0,congruent,0.36800000000000027
1.0,congruent,0.2810000000000002
1.0,congruent,0.4880000000000004
1.0,congruent,0.4220000000000003
1.0,congruent,0.21600000000000016
1.0,congruent,0.19100000000000014
1.0,congruent,0.2840000000000002
1.0,congruent,0.1500000000000001
1.0,congruent,0.2830000000000002
1.0,congruent,0.5890000000000004
1.0,congruent,0.32300000000000023
1.0,congruent,0.2680000000000002
1.0,congruent,0.4210000000000003
1.0,congruent,0.6460000000000005
1.0,congruent,0.3010000000000002
1.0,congruent,0.23600000000000018
1.0,congruent,0.2480000000000002
1.0,congruent,0.34400000000000025
1.0,congruent,0.32200000000000023
1.0,congruent,0.36700000000000027
1.0,congruent,0.34900000000000025
1.0,congruent,0.18300000000000013
1.0,congruent,0.2920000000000002
1.0,congruent,0.34600000000000025
1.0,congruent,0.25200000000000017
1.0,congruent,0.33500000000000024
1.0,congruent,0.4990000000000004
1.0,congruent,0.23200000000000018
1.0,congruent,0.3780000000000003
1.0,congruent,0.23900000000000018
1.0,congruent,0.9110000000000007
1.0,congruent,0.22700000000000017
1.0,congruent,0.47000000000000036
1.0,congruent,0.5360000000000004
1.0,congruent,0.6260000000000004
1.0,congruent,0.3180000000000002
1.0,congruent,0.47000000000000036
1.0,congruent,0.23200000000000018
1.0,congruent,0.36900000000000027
1.0,congruent,0.25300000000000017
1.0,congruent,0.6190000000000004
1.0,congruent,0.21000000000000016
1.0,congruent,0.36100000000000027
1.0,congruent,0.4090000000000003
1.0,congruent,0.4970000000000004
1.0,congruent,0.5830000000000004
1.0,congruent,0.2720000000000002
1.0,congruent,0.2910000000000002
1.0,congruent,0.5510000000000004
1.0,congruent,0.34800000000000025
1.0,congruent,0.4830000000000004
1.0,congruent,0.34300000000000025
1.0,congruent,0.4940000000000004
